publication_id,budget_code,publisher,regulation,supplier,supplier_id,start_date,end_date,claim_date,last_update_date,contact,contact_email,description,volume,reason,decision,url,subjects,source_currency,page_title,entity_id,entity_kind
578737,,"משרד הבריאות - המרכז הרפואי תל אביב ע""ש סוראסקי, איכילוב",התקשרות עם ספק יחיד,"טבע מדיקל בע""מ",510555311,2016-03-28,2017-03-27,2016-04-17,2016-03-29,יח' מכרזים,tenders-tasmc@tasmc.health.gov.il,סטים למכשיר MARS,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=578737,"[u'\u05e6\u05d9\u05d5\u05d3 \u05e8\u05e4\u05d5\u05d0\u05d9 \u05db\u05dc\u05dc\u05d9', u'\u05de\u05d5\u05e6\u05e8\u05d9 \u05d7\u05d1\u05d9\u05e9\u05d4', u'\u05dc\u05d1\u05d5\u05e9 \u05e8\u05e4\u05d5\u05d0\u05d9', u'\u05de\u05d5\u05e6\u05e8\u05d9\u05dd \u05dc\u05d8\u05d9\u05e4\u05d5\u05dc \u05d5\u05d4\u05e9\u05d2\u05d7\u05d4 \u05d1\u05d7\u05d5\u05dc\u05d9\u05dd', u'\u05e6\u05d9\u05d5\u05d3 \u05dc\u05d3\u05d9\u05d0\u05dc\u05d9\u05d6\u05d4', u'\u05e2\u05d6\u05e8\u05d4 \u05e8\u05d0\u05e9\u05d5\u05e0\u05d4', u'\u05de\u05d5\u05e6\u05e8\u05d9\u05dd \u05dc\u05d1\u05d3\u05d9\u05e7\u05d5\u05ea \u05d5\u05e0\u05d9\u05d8\u05d5\u05e8 \u05d7\u05d5\u05dc\u05d9\u05dd', u'\u05e6\u05d9\u05d5\u05d3 \u05e8\u05e4\u05d5\u05d0\u05d9', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d0\u05d1\u05d7\u05d5\u05df, \u05d4\u05d3\u05de\u05d9\u05d4 \u05d5\u05e8\u05e4\u05d5\u05d0\u05d4 \u05d2\u05e8\u05e2\u05d9\u05e0\u05d9\u05ea', u'\u05d0\u05d1\u05d6\u05e8\u05d9 \u05ea\u05de\u05d9\u05db\u05d4 \u05dc\u05de\u05d5\u05d2\u05d1\u05dc\u05d9\u05dd ', u'\u05de\u05d5\u05e6\u05e8\u05d9\u05dd \u05d1\u05de\u05ea\u05df \u05e2\u05d9\u05e8\u05d5\u05d9\u05d9\u05dd \u05dc\u05e2\u05d5\u05e8\u05e7\u05d9\u05dd \u05d5\u05d5\u05e8\u05d9\u05d3\u05d9\u05dd', u'\u05de\u05d6\u05d5\u05df \u05e8\u05e4. \u05d0\u05e0\u05d8\u05e8\u05dc\u05d9', u'\u05d0\u05d1\u05d6\u05e8\u05d9\u05dd \u05d0\u05d5\u05e8\u05d8\u05e4\u05d3\u05d9\u05d9\u05dd', u'\u05de\u05d5\u05e6\u05e8\u05d9 \u05d4\u05d7\u05d9\u05d9\u05d0\u05d4', u'\u05e6\u05d9\u05d5\u05d3 \u05db\u05d9\u05e8\u05d5\u05e8\u05d2\u05d9', u'\u05e6\u05d9\u05d5\u05d3 \u05d4\u05d3\u05e8\u05db\u05d4 \u05d5\u05dc\u05d9\u05de\u05d5\u05d3 \u05e8\u05e4\u05d5\u05d0\u05d9', u'\u05e6\u05d9\u05d5\u05d3 \u05d5\u05d8\u05e8\u05d9\u05e0\u05e8\u05d9', u'\u05e6\u05d9\u05d5\u05d3 \u05e8\u05e4\u05d5\u05d0\u05d9 \u05db\u05dc\u05dc\u05d9', u'\u05de\u05d5\u05e6\u05e8\u05d9 \u05d7\u05d1\u05d9\u05e9\u05d4', u'\u05dc\u05d1\u05d5\u05e9 \u05e8\u05e4\u05d5\u05d0\u05d9', u'\u05de\u05d5\u05e6\u05e8\u05d9\u05dd \u05dc\u05d8\u05d9\u05e4\u05d5\u05dc \u05d5\u05d4\u05e9\u05d2\u05d7\u05d4 \u05d1\u05d7\u05d5\u05dc\u05d9\u05dd', u'\u05e6\u05d9\u05d5\u05d3 \u05dc\u05d3\u05d9\u05d0\u05dc\u05d9\u05d6\u05d4', u'\u05e2\u05d6\u05e8\u05d4 \u05e8\u05d0\u05e9\u05d5\u05e0\u05d4', u'\u05de\u05d5\u05e6\u05e8\u05d9\u05dd \u05dc\u05d1\u05d3\u05d9\u05e7\u05d5\u05ea \u05d5\u05e0\u05d9\u05d8\u05d5\u05e8 \u05d7\u05d5\u05dc\u05d9\u05dd', u'\u05e6\u05d9\u05d5\u05d3 \u05e8\u05e4\u05d5\u05d0\u05d9', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d0\u05d1\u05d7\u05d5\u05df, \u05d4\u05d3\u05de\u05d9\u05d4 \u05d5\u05e8\u05e4\u05d5\u05d0\u05d4 \u05d2\u05e8\u05e2\u05d9\u05e0\u05d9\u05ea', u'\u05d0\u05d1\u05d6\u05e8\u05d9 \u05ea\u05de\u05d9\u05db\u05d4 \u05dc\u05de\u05d5\u05d2\u05d1\u05dc\u05d9\u05dd ', u'\u05de\u05d5\u05e6\u05e8\u05d9\u05dd \u05d1\u05de\u05ea\u05df \u05e2\u05d9\u05e8\u05d5\u05d9\u05d9\u05dd \u05dc\u05e2\u05d5\u05e8\u05e7\u05d9\u05dd \u05d5\u05d5\u05e8\u05d9\u05d3\u05d9\u05dd', u'\u05de\u05d6\u05d5\u05df \u05e8\u05e4. \u05d0\u05e0\u05d8\u05e8\u05dc\u05d9', u'\u05d0\u05d1\u05d6\u05e8\u05d9\u05dd \u05d0\u05d5\u05e8\u05d8\u05e4\u05d3\u05d9\u05d9\u05dd', u'\u05de\u05d5\u05e6\u05e8\u05d9 \u05d4\u05d7\u05d9\u05d9\u05d0\u05d4', u'\u05e6\u05d9\u05d5\u05d3 \u05db\u05d9\u05e8\u05d5\u05e8\u05d2\u05d9', u'\u05e6\u05d9\u05d5\u05d3 \u05d4\u05d3\u05e8\u05db\u05d4 \u05d5\u05dc\u05d9\u05de\u05d5\u05d3 \u05e8\u05e4\u05d5\u05d0\u05d9', u'\u05e6\u05d9\u05d5\u05d3 \u05d5\u05d8\u05e8\u05d9\u05e0\u05e8\u05d9']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,510555311,company
579190,,משרד החוץ,"שירותים שעניינם תרבות, אמנות, בידור או הווי",הרשות לפיתוח ירושלים,500500392,2016-04-25,2016-04-27,,2016-04-07,,,"1.	ועדת המכרזים מאשרת את בקשת אגף קשתו""ם לערוך התקשרות עם הרשות לפיתוח ירושלים בסכום של עד 10,000 ש""ח לצורך אירוח מרצים ומציגים מחו""ל שיגיעו להשתתף בפסטיבל מדעי שיערך בחופשת פסח בירושלים 25-27 אפריל 2016.
2.	הפסטיבל יהיה פתוח לקהל הרחב ויערך בגן סאקר בחסות מדעית של האוניברסיטה העברית. הפסטיבל יכלול מיצגים בתחומי רובוטיקה, חלל, עתידנות וחידושים טכנולוגיים. הפסטיבל יזכה לחשיפה תקשורתית חיובית בחו""ל וליצירת דיאלוג בנושאי טכנולוגיה ומדע עם האורחים הנ""ל.
",10000,3(11) התקשרות לרכישת שירותים שעניינם תרבות או אמנות,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579190,[u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea'],שקל,דיווח פטור משרדי,500500392,law_mandated_organization
579191,,משרד החוץ,"שירותים שעניינם תרבות, אמנות, בידור או הווי",איציק בניונסקי- 54591193,,2016-04-08,2016-04-15,,2016-04-07,,,"1.	ועדת המכרזים מאשרת את בקשת אגף משאבים חומריים לערוך התקשרות עם הצלם איציק ביניונסקי לצורך רכישת יצירות אמנות מקוריות שלו (צילומי נוף פנורמיים) המיועדות לנציגויות בחו""ל, כמפורט:
אסנסיון- 5 יצירות, וילנה 3 יצירות בוגוטה 3 יצירות",14005,"תח""מ 3 (11) פטור להתקשרות שעניינה תרבות או אומנות",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579191,[u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea'],שקל,דיווח פטור משרדי,,
579192,,משרד החוץ,"שירותים שעניינם תרבות, אמנות, בידור או הווי","אלבטרוס צילום אוויר בע""מ",511526436,2016-04-08,2016-04-15,,2016-04-07,,,"1.	ועדת המכרזים מאשרת את בקשת אגף משאבים חומריים לערוך התקשרות עם חברת אלבטרוס צילומי אויר בע""מ אשר מחזיקה בזכויות היוצרים ליצירות אמנות (צילומי נוף פנוראמי) וזאת לצורך רכישת יצירות לפי הפירוט הבא: אסנסיון 8 יצירות, וילנה יצירה 1, בוגוטה 4 יצירות.",40750,"תח""מ 3 (11) פטור להתקשרות שעניינה תרבות או אומנות",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579192,[u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea'],שקל,דיווח פטור משרדי,511526436,company
579006,,משרד החוץ,"שירותים שעניינם תרבות, אמנות, בידור או הווי",514762194- הפלטפורמה לקידום הצילום,,2016-04-23,2016-05-07,,2016-04-05,,,"ועדת המכרזים מאשרת את בקשת אגף קשתו""ם לערוך התקשרות עם פלרפורמה לקידום הצילום לצורך אירוח צלמים מחו""ל במסגרת פסטיבל צילום בינלאומי שיערך בנמל יפו. המשלחת הינה משלחת בינלאומית של צלמים שישתפו פעולה בתערוכת צילומים עם צלמים ישראלים. התקשרות המשרד העם החברה נועדה למימון לינות של האורחים מחו""ל.",16430,3(11) התקשרות לרכשית שירותים שעניינם אומנות או תרבות,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579006,"[u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea']",שקל,דיווח פטור משרדי,,
579009,,משרד החוץ,"שירותים שעניינם תרבות, אמנות, בידור או הווי","תיאטרון תנועה ""תמו-נע""",580103026,2016-09-15,2016-09-30,,2016-04-05,,,"ועדת המכרזים מאשרת את בקשת אגף קשתו""ם לערוך התקשרות עם עמותת תיאטרון תנועה תמונע לצורך אירוח 10 פרזנטורים מוזמנים מחו""ל במסגרת פסטיבל תיאטרון תמונע שיערך בתל אביב. תשלומי המשרד לעמותה יהיו עבור לינות והסעות הארחים מחו""ל. התשלומים נועדו להגביר את חשיפת הפעילות המתקיימת בארץ בתחום פרפומנס בפני פרזנטורים מובילים מחו""ל וכן כדי לפתח קשרי תרבות ולעודד הזמנה של אמנים ישראלים לפסטיבלים בינלאומיים.",33000,3(11) התקשרות לרכישת שירותים שעניינם אומנות או תרבות,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579009,"[u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea']",שקל,דיווח פטור משרדי,580103026,association
578861,,משרד החוץ,התקשרות עם ספק יחיד,גמאטרוניק תעשיות אלקטרוניות בעמ,520041872,2016-03-28,2016-12-31,2016-04-14,2016-03-31,הדר אורעד,hadar.orad@mfa.gov.il,"מחלקת בנ""אמ במשרד החוץ מעוניינת לערוך התקשרות עם חברת גמאטרוניק על מנת לבצע בדיקה יסודית ומיפוי במערכות האל פסק במשרד. בנוסף יש לבצע בדיקת תקינות, בדיקת מצב המערכת, בדיקת המצברים, המאווררים וקבלת דו""ח מסודר למועדי ההחלפה עבור כל אחד מהמצברים.",,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=578861,"[u'\u05de\u05e2\u05e8\u05db\u05d5\u05ea \u05d5\u05e2\u05d6\u05e8\u05d9\u05dd \u05dc\u05d9\u05d9\u05e6\u05d5\u05e8 \u05d5\u05d4\u05e4\u05e6\u05ea \u05db\u05d7', u'\u05de\u05e2\u05e8\u05db\u05d5\u05ea \u05d5\u05e2\u05d6\u05e8\u05d9\u05dd \u05dc\u05d9\u05d9\u05e6\u05d5\u05e8 \u05d5\u05d4\u05e4\u05e6\u05ea \u05db\u05d7']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,520041872,company
578862,,משרד החוץ,"שירותים שעניינם תרבות, אמנות, בידור או הווי","פאזה הפקות בע""מ- 513018234",,2016-04-03,2016-04-08,,2016-03-31,,,"ועדת המכרזים מאשרת את בקשת אגף קשתו""ם לערוך התקשרות עם ""פאזה הפקות בע""מ"" לצורך אירוח של 40 מוזמנים מחו""ל שיבקרו בארץ במסגרת יריד אמנות ועיצוב ""צבע טרי"". יריד ""צבע טרי"" נחשב ליריד האמנות הפופולארי הגדול בישראל ויערך בנמל תל אביב בין 3-8 באפריל. האורחים מחו""ל משמשים מנהלים ואצרים של מוזיאונים וגלריות. המשרד ישלם רק עבור לינות, הסעות, כלכלה וסיורים מודרכים של האורחים מחו""ל בלבד.",154000,3(11) התקשרות לרכישת שירותים שעניינם אומנות או תרבות,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=578862,"[u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d0\u05d5\u05de\u05e0\u05d5\u05ea']",שקל,דיווח פטור משרדי,,
578864,,משרד החוץ,התקשרות המשך באישור ועדת מכרזים משרדית,חברת מיצג מערכות מידע,,2016-04-01,2016-09-30,,2016-03-31,,,"ועדת המכרזים מאשרת את בקשת אגף תקשורת והסברה להרחיב התקשרות עם דני רוזן (חברת מיצג מערכות מידע) לתקופה של עד 4 חודשים או עד לבחירת עובד חדש במסגרת מכרז מרכזי חשכ""ל (לפי המוקדם מבינהם).",56171,"הרחבת ההתקשרות עם היועץ נדרשת לאור פרישת מנהלת אתר האינטרנט באנגלית לגימלאות. יש לוודא שהאתר ימשיך לפעול בצורה רצופה ברמה הנדרשת כולל ניהול ועריכת תוכן, תרגום, איתו רמידע וכו'.",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=578864,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05e2\u05e8\u05d9\u05db\u05d4 \u05d5\u05ea\u05e8\u05d2\u05d5\u05dd', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05e2\u05e8\u05d9\u05db\u05d4 \u05d5\u05ea\u05e8\u05d2\u05d5\u05dd']",שקל,דיווח פטור משרדי,,
577312,,משרד החינוך,התקשרות המשך באישור ועדת פטור מרכזית בנסיבות מיוחדות,"מרמנת אירגון וניהול פרויקטים בע""מ",512027129,2016-05-04,2016-12-31,,2016-04-05,,,"היחידה לתכניות משלימות למידה במינהל הפדגוגי מבקשת לאשר הארכת התקשרות עם מרמנת, למסגרת השנה החמישית למכרז, שמעבר למימוש זכות ברירה, לתקופת שנה""ל תשע""ז  מ - 4/5/16 עד 31/12/16, בעלות כוללת של 4,501,706.63 ¤ כולל מע""מ, כמפורט בתוכנית העבודה  שאושרה ע""י ס/חשב הרפרנטית מ- 1/1/16 - 3/05/16. פרוייקט השאלת ספרי לימוד פועל בחלקו מכוח חוק השאלת ספרי לימוד התשס""א 2000 ומכח ""תקנות השאלת ספרי לימוד""  ובהתאם לתיקון לחוק מיום 5/1/14 (תיקון מס' 7) לפיו תחייב תכנית השאלת ספרי לימוד את כלל בתי",4501706,"אישור ההתקשרות הינו בסמכות וועדת הפטור באוצר עפ""י תקנה 3(4)(ב)(3) מאחר שזכות הברירה בהתאם למכרז מסתיימת ביום 3/5/16, הארכת ההתקשרות אינה בסמכות וועדת הפטור המשרדית באשר סכומה עולה על 2.5 מיליון ¤ וההת","אושר ע""י החשכ""ל",http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=577312,"[u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",שקל,בקשה לפטור ממכרז,512027129,company
579031,,משרד החינוך,התקשרות עם ספק יחיד,oecd,,2016-04-04,2016-12-31,,2016-04-05,,,"התקשרות עם OECD ספק יחיד 3(29) ללא פרסום לתשלום דמי חבר בארגון ceri לשנת 2016 בסך 19,951.03 אירו (לפי שער האירו ביום התשלום.",19951,"התקשרות עם OECD ספק יחיד 3(29) ללא פרסום לתשלום דמי חבר בארגון ceri לשנת 2016 בסך 19,951.03 אירו (לפי שער האירו ביום התשלום.",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579031,"[u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",יורו,דיווח פטור משרדי,,
579228,,משרד החקלאות ופיתוח הכפר,התקשרות עם ספק יחיד,"נ.ב.ט. ניו ביוטכנלוגיה בע""מ",511688798,2016-04-06,2016-12-31,2016-04-27,2016-04-10,אורלי גבאי,tenders@moag.gov.il,"פטור ספק יחיד - תקנה 3 (29) התקשרות עם חברת NBT לרכישת ערכות אלייזה לזיהוי אנטיגן של נגיפי  BVD - עבור השו""ט לשנת 2016",,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579228,"[u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e2\u05d1\u05d3\u05d4, \u05de\u05d3\u05d9\u05d3\u05d4 \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd \u05e0\u05dc\u05d5\u05d5\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,511688798,company
579032,,משרד החינוך,התקשרות עם ספק יחיד,oecd,,2016-04-04,2016-12-31,,2016-04-05,,,"התקשרות עם oecd לתשלום דמי חבר לשנת 2016 סה""כ דמי החברות 27,507 אירו. סה""כ השתתפותו של המשרד 20,534 אירו (לפי האירו ביום התשלום סה""כ השתתפות המועצה להשכלה גבוהה 6,973 אירו. לפי תקנה 3(29) ללא פרסום.",20534,"התקשרות עם oecd לתשלום דמי חבר לשנת 2016 סה""כ דמי החברות 27,507 אירו. סה""כ השתתפותו של המשרד 20,534 אירו (לפי האירו ביום התשלום סה""כ השתתפות המועצה להשכלה גבוהה 6,973 אירו. לפי תקנה 3(29) ללא פרסום.",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579032,"[u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",יורו,דיווח פטור משרדי,,
579033,,משרד החינוך,התקשרות לביצוע מיזם משותף ללא כוונת רווח,עמותת מעוז,580548196,2016-04-04,2017-12-31,,2016-04-05,,,"התקשרות במיזם משותף לפי תקנה 3(30) עם עמותת מעו""ז לצורך הפעלת תכנית עתודות דרגי ביניים עבור מערכת החינוך.",1488192,"התקשרות במיזם משותף לפי תקנה 3(30) עם עמותת מעו""ז לצורך הפעלת תכנית עתודות דרגי ביניים עבור מערכת החינוך.",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579033,"[u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",שקל,דיווח פטור משרדי,580548196,association
579039,,משרד החינוך,התקשרות עם ספק יחיד,CIOF,,2016-04-04,2016-12-31,,2016-04-05,,,"התקשרות עם הארגון הבינ""ל סי.איי.או.אף (CIOF) לשימור תרבויות ופולקלור, לצורך תשלום דמי חבר לשנת 2016, כספק יחיד 3(29) ללא פרסום.",10358,"התקשרות עם הארגון הבינ""ל סי.איי.או.אף (CIOF) לשימור תרבויות ופולקלור, לצורך תשלום דמי חבר לשנת 2016, כספק יחיד 3(29) ללא פרסום.",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579039,"[u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",שקל,דיווח פטור משרדי,,
579040,,משרד החינוך,התקשרות עם ספק יחיד,אוניברסיטת בר אילן,580063683,2016-04-04,2017-04-30,,2016-04-05,,,"התקשרות עם אוניברסיטת בר אילן לתרגום והתאמה לערבית של ספר ""אתיקה סביבתית"" במקצוע מדעי הסביבה לפי תקנה 3(29).",165037,"התקשרות עם אוניברסיטת בר אילן לתרגום והתאמה לערבית של ספר ""אתיקה סביבתית"" במקצוע מדעי הסביבה לפי תקנה 3(29).",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579040,"[u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",שקל,דיווח פטור משרדי,580063683,association
579041,,משרד החינוך,התקשרות עם ספק יחיד,אי.בי.סי. (יד אליהו) ניהול ואחזקה ב,512751983,2016-04-04,2016-12-31,,2016-04-05,,,"התקשרות עם חברת אי.בי.סי עבור תשלום צריכת חשמל בבניין משרד החינוך בתל אביב, ספק יחיד 3(29)",1835909,"התקשרות עם חברת אי.בי.סי עבור תשלום צריכת חשמל בבניין משרד החינוך בתל אביב, ספק יחיד 3(29)",נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=579041,"[u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd', u' \u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05d5\u05d4\u05db\u05e9\u05e8\u05d4', u'\u05db\u05d9\u05ea\u05d5\u05ea \u05d4\u05d3\u05e8\u05db\u05d4', u'\u05e9\u05e8\u05d5\u05ea\u05d9 \u05d7\u05d9\u05e0\u05d5\u05da \u05de\u05d9\u05d5\u05d7\u05d3\u05d9\u05dd']",שקל,דיווח פטור משרדי,512751983,company
