publication_id,publisher,publish_date,claim_date,claim_time,last_update_date,description,url,subjects,status
567582,משרד הבריאות - המרכז הרפואי אסף הרופא,2015-07-09,2015-07-30,14:00,2015-08-03,ביגוד חד פעמי לחדרי ניתוח,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=567582,הנעלה; אביזרים אישיים ומוצרי טיפוח; ביגוד וציוד אישי; ביגוד,הסתיים
565817,משרד הבריאות - המרכז הרפואי אסף הרופא,2015-05-07,2015-05-28,14:00,2015-05-31,אספקת שירותי מוסך לטרקטורים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=565817,כלי עבודה ומכונות,הסתיים
575501,משרד הבריאות - המרכז הרפואי בני ציון,2016-01-18,2016-02-02,12:00,2016-02-03,ייצור אספקה והתקנת דלתות עץ,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575501,ריהוט מוסדי ותעשייתי,הסתיים
569936,משרד הבריאות - המרכז הרפואי בני ציון,2015-09-24,2015-10-07,12:00,2015-10-08,בקשה להצעת הצעות לרכישת בלאי מיטות ומזרנים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=569936,"שירותים למגזר הצבורי; שירותים צבוריים (חשמל,גז,מים); שירותי תקשורת",הסתיים
566850,משרד הבריאות - המרכז הרפואי בני ציון,2015-06-14,2015-06-30,12:00,2015-07-01,מערכת אספקת אויר צח,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=566850,"משאבות ומדחסים; חימום, קירור והזרמת אויר",הסתיים
566831,משרד הבריאות - המרכז הרפואי בני ציון,2015-06-09,2015-06-25,12:00,2015-06-28,מערכת מדחסי אויר,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=566831,משאבות ומדחסים,הסתיים
566832,משרד הבריאות - המרכז הרפואי בני ציון,2015-06-11,2015-06-25,12:00,2015-06-28,עבודות מסגרות (דלתות אש ודלתות לארונות חשמל),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=566832,"דלתות, חלונות וזכוכית",הסתיים
566636,משרד הבריאות - המרכז הרפואי בני ציון,2015-06-07,2015-06-21,12:00,2015-06-22,אספקת ארוניות חולים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=566636,ריהוט מוסדי ותעשייתי,הסתיים
566420,משרד הבריאות - המרכז הרפואי בני ציון,2015-05-28,2015-06-21,12:00,2015-06-22,מערכת קריאת אחות ומערכת בקרה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=566420,מערכות ועזרים לייצור והפצת כח; חומרים ורכיבים לתעשייה,הסתיים
566634,משרד הבריאות - המרכז הרפואי בני ציון,2015-06-07,2015-06-17,12:00,2015-06-18,אספקת גופי תאורה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=566634,גופי תאורה ואביזרים,הסתיים
565144,משרד הבריאות - המרכז הרפואי גריאטרי נתניה,2015-04-02,2015-05-18,13:00,2015-05-19, מתן שרות למכשוררפואי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=565144,"שירותי אבחון, הדמיה ורפואה גרעינית; ציוד רפואי כללי; ציוד רפואי; ציוד הדרכה ולימוד רפואי; מוצרים לבדיקות וניטור חולים; מזון רפ. אנטרלי; עזרה ראשונה; מוצרי החייאה; ציוד לדיאליזה; מוצרים במתן עירויים לעורקים וורידים; מוצרים לטיפול והשגחה בחולים; ציוד כירורגי; לבוש רפואי; אבזרי תמיכה למוגבלים ; ציוד וטרינרי; אבזרים אורטפדיים; מוצרי חבישה",הסתיים
577089,משרד הבריאות - המרכז הרפואי הלל יפה,2016-02-21,2016-03-20,13:00,2016-03-21,מכרז 1/2016 לביצוע סקרי שביעות רצון לקוחות,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577089,שירותי יעוץ לניהול,הסתיים
577338,משרד הבריאות - המרכז הרפואי הלל יפה,2016-02-24,2016-03-20,13:00,2016-03-21,"מכרז פומבי 2/2016 לאספקה, התקנה ותחזוקה של פתרון אבטחת מידע",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577338,שרתים; מכשירי תקשורת ואביזרים; מחשבים; ציוד נלווה למחשוב; מחשוב ותקשורת; ציוד תקשורת מולטימדיה ו- DataVoice; רכיבים לטכנולוגיות מידע ושידור; תוכנות; מסכי מחשב; יחידות אחסון נתונים; מדפסות,הסתיים
574559,משרד הבריאות - המרכז הרפואי הלל יפה,2015-12-23,2016-01-27,13:00,2016-01-28,אספקת שירותי שמירה על חולים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=574559,שירותי בריאות,הסתיים
573390,משרד הבריאות - המרכז הרפואי הלל יפה,2015-12-07,2016-01-17,13:00,2016-01-18,מכרז לאספקה ותחזוקת סירי קיטור,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573390,"שירותים צבוריים (חשמל,גז,מים); שירותי תקשורת; שירותי תעשיה ומפעלי יצור; שירותים למגזר הצבורי",הסתיים
567519,משרד הבריאות - המרכז הרפואי הלל יפה,2015-06-24,2015-07-20,13:00,2015-07-21,"הצבה והפעלת מכונות אוטומטיות לממכר משקאות, חטיפים ושלגונים
",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=567519,שרותי תחזוקה וניקוי,הסתיים
573364,משרד הבריאות - המרכז הרפואי לבריאות הנפש באר יעקב-נס ציונה,2015-12-09,2015-12-13,12:00,2015-12-14,רכישת 2 מטאטא כביש תפעוליים מסוג בנזין (ללא רישוי),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573364,"כלי רכב, אביזרים ושירותים לרכב; נגררים; שירותי גרירה; השכרת וחכירת כלי רכב; שירותים לכלי רכב; ציוד ואביזרים לרכב; כלי רכב ממונעים",הסתיים
571921,משרד הבריאות - המרכז הרפואי לבריאות הנפש באר יעקב-נס ציונה,2015-11-16,2015-11-24,12:00,2015-11-25,רכישת 2 רכבים תפעוליים מסוג חשמלי (ללא רישוי),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571921,"כלי רכב ממונעים; כלי רכב, אביזרים ושירותים לרכב; שירותי גרירה; השכרת וחכירת כלי רכב; שירותים לכלי רכב; נגררים; ציוד ואביזרים לרכב",הסתיים
571931,משרד הבריאות - המרכז הרפואי לבריאות הנפש באר יעקב-נס ציונה,2015-11-16,2015-11-22,12:00,2015-11-23,רכישת 2 מטאטא כביש תפעוליים מסוג בנזין (ללא רישוי),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571931,"השכרת וחכירת כלי רכב; כלי עבודה ומכונות; כלי רכב, אביזרים ושירותים לרכב; כלי רכב ממונעים; שירותים לכלי רכב; שירותי גרירה; ציוד ואביזרים לרכב; נגררים",הסתיים
576701,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-11,2016-03-21,11:00,2016-03-22,"אספקת קיטים לצנתורים, צינתורי ילדים וקוצבים",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576701,ציוד כירורגי; ציוד רפואי,הסתיים
576702,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-11,2016-03-21,11:00,2016-03-22,אספקת פריטי קרוטיד,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576702,ציוד רפואי,הסתיים
576703,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-11,2016-03-21,11:00,2016-03-22,אספקת תחליף עצם ושתל עצם בעל חוזק מכני,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576703,ציוד רפואי; ציוד כירורגי; אבזרים אורטפדיים,הסתיים
578336,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-03-21,2016-05-02,11:00,2016-03-21,"אספקת מוצרי קרטון חד פעמיים כולל מכונות - המיועדים לסילוק הפרשות חולה בביה""""ח",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578336,אבזרי תמיכה למוגבלים ; ציוד רפואי,חדש
578337,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-03-21,2016-05-02,11:00,2016-03-21,"אספקת מחמצנים עבור ח.נ. לב ילדים בביה""ח",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578337,ציוד רפואי,חדש
576467,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-08,2016-03-14,11:00,2016-03-15,אספקת פריטי חדר ניתוח אורולוגי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576467,ציוד כירורגי; ציוד רפואי,הסתיים
576468,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-08,2016-03-14,11:00,2016-03-15,אספקת קיטים לאנגיו ונוירו אנגיו,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576468,ציוד כירורגי; ציוד רפואי,הסתיים
576469,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-08,2016-03-14,11:00,2016-03-15,אספקת כלוב נפתח המשמש כתחליף חוליה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576469,ציוד כירורגי; ציוד רפואי,הסתיים
576525,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-08,2016-03-14,11:00,2016-03-15,"מכרז פומבי למתן שירותי אחזקה, תיקונים ושירות למזגנים ברחבי ביה""ח",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576525,"מיזוג אוויר; חימום, קירור והזרמת אויר; צנרת צינורות ואביזרים; משאבות ומדחסים; סינון וטיהור; נוזלים והפצת גז",הסתיים
575958,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-01-28,2016-03-07,11:00,2016-03-08,אספקת דבק לסגירת כלי דם פריפראליים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575958,ציוד כירורגי; ציוד רפואי,הסתיים
577730,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-03-03,2016-04-11,11:00,2016-03-06,"מכרז פומבי לטיאוט ושירותי ניקיון חצרות וכו' במרכז הרפואי ע""ש שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577730,כלי ניקוי וחומרי ניקוי,חדש
577732,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-03-03,2016-04-11,11:00,2016-03-06,"מכרז להתקנת אמצעים לחיבור יחי' קירור 1000 טון במרכז האנרגיה הראשי במכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577732,חומרים ורכיבים לתעשייה,חדש
575208,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-01-07,2016-02-29,11:00,2016-03-01,"רכישת מגדל לפרסקופי עבור ח.נ יום במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575208,ציוד רפואי,הסתיים
575429,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-01-14,2016-02-22,11:00,2016-02-23,"אספקת פריטים מתכלים לשע""מ",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575429,ציוד רפואי,הסתיים
575430,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-01-14,2016-02-22,11:00,2016-02-23,אספקת SODA LIME,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575430,ציוד רפואי,הסתיים
575547,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-01-18,2016-02-22,11:00,2016-02-23,רכישת מערכות  אלקטרואנצפלוגרף VIDEO EEG+(EEG),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575547,"שירותי אבחון, הדמיה ורפואה גרעינית; ציוד רפואי",הסתיים
575428,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-01-14,2016-02-15,11:00,2016-02-16,"מכרז לתכנון, אספקה והתקנת מתקן הולכת חנקן נוזלי מצובר החנקן הקיים לחדר המקפיאים ביחי' לפריון הגבר במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=575428,חומרים ורכיבים לתעשייה,הסתיים
574327,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-24,2016-02-08,11:00,2016-02-09,"רכישת מכשירי הנשמה לפגים ותינוקות במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=574327,ציוד רפואי; מוצרים לטיפול והשגחה בחולים,הסתיים
574329,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-24,2016-02-08,11:00,2016-02-09,אספקת סטנטים לרדיולוגיה פולשנית,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=574329,ציוד רפואי,הסתיים
574330,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-24,2016-02-08,11:00,2016-02-09,אספקת כפפות בדיקה ללא אבקה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=574330,ציוד רפואי,הסתיים
573972,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-21,2016-02-01,11:00,2016-02-02,אספקת מתכלים לתחום הרשתית ח.נ. עיניים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573972,ציוד רפואי,הסתיים
573973,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-21,2016-02-01,11:00,2016-02-02,אספקת מתכלים לתחום הקרנית עבור ח.נ. עיניים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573973,ציוד רפואי,הסתיים
573974,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-21,2016-02-01,11:00,2016-02-02,אספקת מתכלים לתחום הפלסטיקה עבור ח.נ עיניים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573974,ציוד רפואי,הסתיים
573975,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-21,2016-02-01,11:00,2016-02-02,אספקת מתכלים לתחום הקטרקט עבור ח.נ. עיניים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573975,ציוד רפואי,הסתיים
573584,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-14,2016-01-18,11:00,2016-01-19,אספקת שקיות למיכלי סקשן,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573584,ציוד רפואי,הסתיים
573485,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-10,2016-01-18,11:00,2016-01-19,מכרז פומבי לקבלת הרשאה להפעלת שירותי מוניות בנסיעות מיוחדות מבית החולים לכל חלקי הארץ,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573485,השכרת וחכירת כלי רכב,הסתיים
573500,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-10,2016-01-18,11:00,2016-01-19,"רכישת מזרון מלונאי למרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573500,ציוד רפואי,הסתיים
573504,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-10,2016-01-18,11:00,2016-01-19,"מכרז להשכרת - 3 חנויות במתחם אגף היולדות שבמרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573504,"החכרת / השכרת מבנה למסחר, תעשייה ותיירות",הסתיים
573233,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-07,2016-01-18,11:00,2016-01-19,אספקת צינורות סקשן,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573233,ציוד כירורגי; ציוד רפואי,הסתיים
573234,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-07,2016-01-18,11:00,2016-01-19,אספקת פריטים לאורתופדיה אונקולוגית,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573234,אבזרים אורטפדיים; ציוד רפואי,הסתיים
573506,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-12-10,2016-01-11,11:00,2016-01-12,"השכרת חנות ""במרכז הצומת"" במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=573506,"החכרת / השכרת מבנה למסחר, תעשייה ותיירות",הסתיים
571452,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-09,2015-12-28,11:00,2015-12-29,אספקת טרוקרים וקיט טרוקרים לשמנים כולל מחט ניפוח,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571452,ציוד כירורגי; ציוד רפואי,הסתיים
571454,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-09,2015-12-28,11:00,2015-12-29,אספקת בלונים לרדיולוגיה פולשנית,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571454,ציוד כירורגי; ציוד רפואי,הסתיים
571798,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-16,2015-12-21,11:00,2015-12-22,"מכרז מסגרת לאספקת מכשירי א.ק.ג ולקישורם אל מערכות המידע במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571798,ציוד רפואי; מוצרים לבדיקות וניטור חולים,הסתיים
571800,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-16,2015-12-21,11:00,2015-12-22,"מכרז לאספקה והתקנת מעליות שירות, פירי אשפה וכביסה חדשים במרכז השיקום החדש (אגף דרום מערבי) במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571800,שירותי בנייה ואחזקת מבנים,הסתיים
571072,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-02,2015-12-21,11:00,2015-12-22,אספקת מסמרים תוך לשדיים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571072,ציוד כירורגי; ציוד רפואי,הסתיים
571354,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-05,2015-12-21,11:00,2015-12-22,אספקת קיבוע צווארי דינמי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571354,ציוד רפואי,הסתיים
571355,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-05,2015-12-21,11:00,2015-12-22,אספקת סיבי לייזר הולמיום עבור ח.נ. אורולוגי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571355,ציוד כירורגי; ציוד רפואי,הסתיים
571071,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-02,2015-12-21,11:00,2015-12-22,אספקת פריטי אלקטרופזיולגיה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571071,ציוד רפואי,הסתיים
570778,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-26,2015-12-14,11:00,2015-12-15,אספקת כפפות ויניל,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570778,ציוד רפואי,הסתיים
570779,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-26,2015-12-14,11:00,2015-12-15,אספקת ברז תלת כיווני,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570779,ציוד רפואי,הסתיים
570780,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-26,2015-12-14,11:00,2015-12-15,אספקת ביוקונקטורים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570780,ציוד רפואי,הסתיים
567766,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-07-13,2015-08-31,11:00,2015-09-01,אספקת מתכלים ל- CRANIOPLATE,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=567766,ציוד רפואי,הסתיים
571077,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-02,2015-12-07,11:00,2015-12-08,"מכרז להשכרת מבנה לשימוש כבנק מסחרי במתחם ""מרכז הצומת"" בביה""ח",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571077,"החכרת / השכרת מבנה למסחר, תעשייה ותיירות",הסתיים
571368,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-11-05,2015-12-07,11:00,2015-12-08,"מכרז לתכננון לאספקה והתקנת מתקן לייצור מים חמים לצריכה ומים מקוררים למתקן מ""א במרכז השיקום החדש במרכז הרפואי שיבא תל השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571368,"חימום, קירור והזרמת אויר; צנרת צינורות ואביזרים; משאבות ומדחסים",הסתיים
570643,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-22,2015-12-07,11:00,2015-12-08,אספקת פרוטזות שד,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570643,ציוד כירורגי; ציוד רפואי,הסתיים
570644,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-22,2015-12-07,11:00,2015-12-08,אספקת סט להתרמת דם,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570644,ציוד רפואי,הסתיים
570645,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-22,2015-12-07,11:00,2015-12-08,אספקת שקיות שתן,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570645,ציוד רפואי; מוצרים לטיפול והשגחה בחולים,הסתיים
571044,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-29,2015-11-30,11:00,2015-12-01,"אספקה והתקנה של מערכות להדחת כלים במרכז החלוקה שבמרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571044,כלי ניקוי וחומרי ניקוי,הסתיים
570438,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-19,2015-11-23,11:00,2015-11-24,אספקה והתקנת מקבעים בבניין טיפול נמרץ ילדים (קומה 6),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570438,ריהוט וציוד לריהוט; ריהוט מוסדי ותעשייתי; ריהוט חוץ; ריהוט לאירוח,הסתיים
570138,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-12,2015-11-23,11:00,2015-11-24,אספקת צווארונים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570138,ציוד רפואי,הסתיים
570139,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-12,2015-11-23,11:00,2015-11-24,אספקת מחטים חד פעמיים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570139,ציוד רפואי,הסתיים
570056,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-08,2015-11-16,11:00,2015-11-17,אספקת שרווליות ומלקחיים לביופסיה מהלב,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570056,ציוד כירורגי; ציוד רפואי,הסתיים
570057,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-08,2015-11-16,11:00,2015-11-17,אספקת מסכות הנשמה והרדמה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570057,ציוד רפואי,הסתיים
570051,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-08,2015-11-09,11:00,2015-11-10,"מכרז לאספקה והתקנת מערכות מזוג אורי ביח' לסטריליזציה ב' במרכז הרפואי ע""ש ח. שיבא תל השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570051,"מיזוג אוויר; חימום, קירור והזרמת אויר; צנרת צינורות ואביזרים; משאבות ומדחסים; סינון וטיהור; נוזלים והפצת גז",הסתיים
570052,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-10-08,2015-11-09,11:00,2015-11-10,"השכרת - 3 חנויות במתחם אגף היולדות שבמרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=570052,"החכרת / השכרת קרקעות ומבנים; החכרת / השכרת קרקע; החכרת / השכרת מבנה למסחר, תעשייה ותיירות; החכרת / השכרת מבנה מגורים",הסתיים
569848,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-09-21,2015-11-09,11:00,2015-11-10,אספקת סטנטנים מצופי תרופה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=569848,ציוד כירורגי; ציוד רפואי,הסתיים
569849,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-09-21,2015-11-09,11:00,2015-11-10,אספקת מזרקים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=569849,ציוד רפואי,הסתיים
569850,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-09-21,2015-11-09,11:00,2015-11-10,אספקת ברגים נשברים וברגים ללא ראש,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=569850,ציוד רפואי,הסתיים
569268,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-08-27,2015-10-19,11:00,2015-10-20,"רכישת מערכת שיקופים ניידת C-ARM לחדר הגבס במלר""ד המרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=569268,"שירותי אבחון, הדמיה ורפואה גרעינית; ציוד רפואי",הסתיים
569131,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-08-24,2015-10-12,11:00,2015-10-13,"אספקת תותבות ביפולריות למרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=569131,אבזרים אורטפדיים; ציוד רפואי,הסתיים
568933,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-08-13,2015-09-21,11:00,2015-09-22,"מכרזלאספקה ו/או תחזוקה (כביסה) של וילונות / פרגודים לחדרי אישפוז במרכז הרפואי ע""ש ח. שיבא תל- הושמר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=568933,"מינרלים, פסולת וחומרים בלתי אכילים",הסתיים
568431,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-07-30,2015-09-07,11:00,2015-09-08,"מכרז להשכרת חנות ""במרכז הצומת"" במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=568431,"החכרת / השכרת מבנה למסחר, תעשייה ותיירות",הסתיים
524313,משרד הכלכלה,2011-08-04,2011-09-12,12:00,2011-08-11,אספקת שירותי הסעות,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=524313,"שירותי הסעות, אחסון ושירותי דואר",הסתיים
567768,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2015-07-13,2015-08-31,11:00,2015-09-01,אספקת משתל להחלפה מלאה של מפרק DUAL ARICULAR,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=567768,אבזרים אורטפדיים; ציוד רפואי,הסתיים
